centile,observations,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
0.5,729,1232.2693715858452,9142.682656462192,1829.4658580955177,505596.59366630635
0.5,718,1825.7626905424804,8033.658208662194,1521.8827068457617,416894.2738947135
0.5,922,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,981,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,720,1291.8021933559678,7679.655573852274,1599.5691643241723,443555.8552069215
0.5,928,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,956,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,896,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,944,1482.39488166966,7942.306135086068,1868.5792424653673,555306.6396199755
0.5,927,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,910,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,741,1945.0215619557162,8041.32219322929,1429.6068343012323,459533.78699120285
0.5,721,1704.757489793427,8754.865260100953,1888.768319523363,504630.38071722223
0.5,932,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,940,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,728,1615.0147910032856,8763.10549705025,1877.8583198803642,507132.1241779283
0.5,713,1291.8021933559678,7679.655573852274,1599.5691643241723,443555.8552069215
0.5,714,1088.361430244615,9628.310548310765,1813.1943334862192,499891.0423462871
0.5,912,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,925,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,730,1620.1905073084554,7678.511857184947,1637.6628343145135,430385.92964073
0.5,974,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,716,1924.3447163452126,8885.353749337824,1905.1549020337955,480680.5437027442
0.5,968,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,734,1388.2789069822634,7642.951573212639,1611.721287896261,442350.6732305022
0.5,979,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,917,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,966,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,962,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,707,1783.478194570748,8768.845642207234,1897.6707616934668,500689.532917309
0.5,977,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,935,1482.39488166966,7942.306135086068,1868.5792424653673,555306.6396199755
0.5,911,1482.39488166966,7942.306135086068,1868.5792424653673,555306.6396199755
0.5,710,1096.0266632740245,7863.211954218368,1574.604190068365,442646.0099393943
0.5,949,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,895,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,942,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,967,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,885,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,934,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,719,1704.757489793427,8754.865260100953,1888.768319523363,504630.38071722223
0.5,909,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,891,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,985,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.5,704,1005.5334875648232,8022.52873262458,1563.3288261114144,440815.14271888026
0.5,892,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,902,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,978,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,712,1825.7626905424804,8033.658208662194,1521.8827068457617,416894.2738947135
0.5,937,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,723,861.6255462235929,8508.156624473153,1547.0573015021157,435109.591398861
0.5,924,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,900,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,722,1697.6088323241906,7765.1998255002145,1639.017870049692,415899.0927553181
0.5,923,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,939,1234.0499148269555,5944.478375622286,1577.8052275203115,487525.3729726481
0.5,982,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,926,1482.39488166966,7942.306135086068,1868.5792424653673,555306.6396199755
0.5,916,1460.7857988479775,7064.632299459897,1843.9422595044148,552306.8239200743
0.5,970,1255.658997648638,6822.152211248457,1602.442210481264,490525.1886725494
0.75,884,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,920,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,946,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,975,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,886,1975.4176320023948,9087.690120141133,1990.1778634824564,576532.8119152264
0.75,945,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,715,2314.543212834724,11740.21449954855,1769.7531064142647,468574.13578210387
0.75,958,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,696,2449.7489284195326,11711.649055995113,1772.954281309362,462974.95350763743
0.75,918,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,725,2025.4577320803749,11933.162171366925,1760.7960196165955,476074.6589724069
0.75,930,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,971,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,699,1511.7202191038266,13007.545125635237,1751.8258631575693,479680.8338277419
0.75,731,1881.7310469140632,12107.969519435606,1756.4408942546484,478229.00542147225
0.75,708,2993.0866822528847,12964.504214899158,2035.8839160119742,503967.9050906957
0.75,894,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,740,3035.4149406787237,12752.026074971765,1675.2847542897443,442511.16434629733
0.75,726,2676.9678511332686,11767.354298574364,1773.4143422229254,447722.8967598789
0.75,919,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,963,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,941,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,702,2314.543212834724,11740.21449954855,1769.7531064142647,468574.13578210387
0.75,905,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,921,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,960,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,737,1738.4561031248486,14127.699049472849,2017.9628951416726,544462.284775168
0.75,929,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,735,3068.0626551837704,13069.549154487308,2029.1991541111333,496221.5196840575
0.75,727,1745.0724201004084,12342.02448765032,1753.0743709990775,479478.1657670411
0.75,952,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,733,2171.396938263474,11812.345603409896,1765.4654933964143,472897.82744404906
0.75,948,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,899,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,709,2314.543212834724,11740.21449954855,1769.7531064142647,468574.13578210387
0.75,700,2993.0866822528847,12964.504214899158,2035.8839160119742,503967.9050906957
0.75,893,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,703,2989.6117344243503,12390.849713897247,1721.9524451148386,423682.8926358061
0.75,889,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,954,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,984,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,938,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,955,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,980,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,732,2841.3267711627477,11949.395230649698,1763.06212212703,431440.0687366314
0.75,701,1738.4561031248486,14127.699049472849,2017.9628951416726,544462.284775168
0.75,913,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,961,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,890,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,950,2093.0530518839178,12828.525870412577,2072.6054390716786,585834.8745313949
0.75,936,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,898,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,972,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,933,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,698,2314.543212834724,11740.21449954855,1769.7531064142647,468574.13578210387
0.75,914,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,947,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,901,1748.6817479813728,7967.536196303521,1724.040831498353,511751.36096780037
0.75,729,1846.9355769723315,13760.49596695671,2017.4739236283779,544711.38051524
0.75,718,3035.4149406787237,12752.026074971765,1675.2847542897443,442511.16434629733
0.75,922,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,981,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,720,2025.4577320803749,11933.162171366925,1760.7960196165955,476074.6589724069
0.75,928,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,956,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,896,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,944,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,927,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,910,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,741,3062.328634297009,13168.602356752377,1615.7067017128722,492237.02842930943
0.75,721,2541.2790968557456,12860.36842338616,2035.890138398368,533355.58672953
0.75,932,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,940,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,728,2398.132822284496,12932.49952724751,2031.6025253805176,537679.2783914752
0.75,713,2025.4577320803749,11933.162171366925,1760.7960196165955,476074.6589724069
0.75,714,1650.9036729199292,14567.918836746183,2021.2272782957114,543596.8922515454
0.75,912,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,925,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,730,2571.7578158630936,11721.993462988446,1774.371111078898,455970.7881844605
0.75,974,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,716,2993.0866822528847,12964.504214899158,2035.8839160119742,503967.9050906957
0.75,968,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,734,2171.396938263474,11812.345603409896,1765.4654933964143,472897.82744404906
0.75,979,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,917,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,966,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,962,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,707,2676.4848124405553,12831.802979832722,2039.0913132934654,527756.4044550635
0.75,977,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,935,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,911,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,710,1745.0724201004084,12342.02448765032,1753.0743709990775,479478.1657670411
0.75,949,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,895,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,942,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,967,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,885,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,934,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,719,2541.2790968557456,12860.36842338616,2035.890138398368,533355.58672953
0.75,909,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,891,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,985,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.75,704,1620.1996929513093,12640.342043119099,1751.3368916442746,479929.9295678139
0.75,892,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,902,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,978,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,712,3035.4149406787237,12752.026074971765,1675.2847542897443,442511.16434629733
0.75,937,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,723,1424.1677888989072,13447.764912908573,1755.0902463116079,478815.4413041194
0.75,924,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,900,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,722,2766.3507982318624,11844.350291061548,1769.746884027871,439186.4541432696
0.75,923,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,939,1731.935167817718,8876.88817180252,1743.0779040899392,515888.5514495197
0.75,982,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,926,2002.2929189016984,11272.45798500799,2037.4834368661957,583735.2161672502
0.75,916,1958.67105183874,9997.042095640132,2009.2149360740427,580670.0023969458
0.75,970,1775.5570348806764,10152.30406117038,1771.3464048820924,518953.7652198241
0.95,884,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,920,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,946,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,975,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,886,2701.3459990409783,12842.971717172095,2179.377519288615,606254.2041143782
0.95,945,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,715,3573.6069493804584,17760.197955311127,1939.6655680708266,498018.86505108024
0.95,958,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,696,3793.6329132148335,17671.48065335359,1936.2895051933247,490719.94688810816
0.95,918,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,725,3130.106156793533,18164.72308400907,1946.9845972339826,509405.0592022395
0.95,930,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,971,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,699,2394.5720663464053,19985.84695946437,1980.3836618987584,522125.0854412814
0.95,731,2919.0744527420857,18488.077585973966,1952.1772134708785,513712.6322026933
0.95,708,4601.073495493174,18952.520927254052,2186.894685015098,527834.2229432723
0.95,894,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,740,4856.6549274311965,19675.07929812797,1852.5459729635863,468748.58538450557
0.95,726,4197.951530096618,17709.898912835175,1927.1450112635723,472635.558651017
0.95,919,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,963,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,941,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,702,3573.6069493804584,17760.197955311127,1939.6655680708266,498018.86505108024
0.95,905,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,921,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,960,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,737,2621.307950367427,21106.000883301982,2246.520693882862,586906.5363887075
0.95,929,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,735,4756.727604882231,19138.040884066424,2179.1199525337556,519358.822537577
0.95,727,2722.7583189457496,18897.4202160457,1959.1634224924205,517223.644321047
0.95,952,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,733,3350.2873297607166,17923.444643593717,1943.019201917782,504209.1074321051
0.95,948,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,899,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,709,3573.6069493804584,17760.197955311127,1939.6655680708266,498018.86505108024
0.95,700,4601.073495493174,18952.520927254052,2186.894685015098,527834.2229432723
0.95,893,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,703,4831.553908058454,18888.091889801515,1880.3278710074615,447002.9989142389
0.95,889,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,954,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,984,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,938,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,955,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,980,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,732,4529.99172086121,18017.886960228818,1912.9829205496521,454577.3715901509
0.95,701,2621.307950367427,21106.000883301982,2246.520693882862,586906.5363887075
0.95,913,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,961,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,890,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,950,2915.225174759359,18300.744023021904,2273.6150754042333,615587.6190356266
0.95,936,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,898,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,972,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,933,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,698,3573.6069493804584,17760.197955311127,1939.6655680708266,498018.86505108024
0.95,914,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,947,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,901,2474.6101150199565,11722.817793334483,1913.2404873045118,541472.753166952
0.95,729,2773.0505995045105,20516.128808427107,2234.571058012933,584792.4237268907
0.95,718,4856.6549274311965,19675.07929812797,1852.5459729635863,468748.58538450557
0.95,922,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,981,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,720,3130.106156793533,18164.72308400907,1946.9845972339826,509405.0592022395
0.95,928,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,956,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,896,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,944,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,927,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,910,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,741,4745.587071927542,20686.291591898298,1830.7792892333132,525732.6590598862
0.95,721,3800.342833401481,18880.351879148737,2205.80260005493,562800.3159985063
0.95,932,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,940,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,728,3577.0232137817384,19043.598567431327,2209.1562339018856,568990.5583795311
0.95,713,3130.106156793533,18164.72308400907,1946.9845972339826,509405.0592022395
0.95,714,2498.875883078006,21787.892449288003,2261.4357601939264,588374.0608188164
0.95,912,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,925,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,730,4003.6076973105305,17655.134316568918,1932.271573457164,482195.87930143176
0.95,974,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,716,4601.073495493174,18952.520927254052,2186.894685015098,527834.2229432723
0.95,968,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,734,3350.2873297607166,17923.444643593717,1943.019201917782,504209.1074321051
0.95,979,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,917,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,966,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,962,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,707,4020.3687972358553,18791.634577191202,2202.426537177428,555501.3978355342
0.95,977,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,935,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,911,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,710,2722.7583189457496,18897.4202160457,1959.1634224924205,517223.644321047
0.95,949,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,895,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,942,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,967,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,885,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,934,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,719,3800.342833401481,18880.351879148737,2205.80260005493,562800.3159985063
0.95,909,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,891,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,985,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
0.95,704,2546.3147154834887,19395.974884589497,1968.4340260288295,520010.97277946456
0.95,892,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,902,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,978,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,712,4856.6549274311965,19675.07929812797,1852.5459729635863,468748.58538450557
0.95,937,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,723,2272.1399990569844,20667.738525450393,1995.298728209823,523592.60987139033
0.95,924,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,900,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,722,4374.337611472152,17832.367003416446,1920.7576530309943,463052.77199584624
0.95,923,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,939,2482.694777220739,13173.93409930983,1934.0210851911586,544972.9889856111
0.95,982,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,926,2786.2651222001305,16148.841691885673,2232.577151712052,612886.8229284554
0.95,916,2709.4306612417613,14294.08802314744,2200.158117175262,609754.4399330372
0.95,970,2559.5292381791087,15028.687768048061,1966.4401197279485,548105.3719810294
